OriginalAddress,ChosenAddress,Url,Owner,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl
50 E 28TH ST,,http://streeteasy.com/building/prism-at-park-ave-south,,15450,"#22F - 50 East 28th Street
$15,450  NO FEE 3 beds 3 baths 1,566 ft²",http://streeteasy.com/building/prism-at-park-ave-south/22f,6415,"#15H - 50 East 28th Street
$6,415  NO FEE 1 bed 1 bath 865 ft²",http://streeteasy.com/building/prism-at-park-ave-south/15h,6150,"#6H - 50 East 28th Street
$6,150  NO FEE 1 bed 1 bath 866 ft²",http://streeteasy.com/building/prism-at-park-ave-south/6h,6095,"#8H - 50 East 28th Street
$6,095  NO FEE 1 bed 1 bath 786 ft²",http://streeteasy.com/building/prism-at-park-ave-south/8h
10 E 29TH ST,,http://streeteasy.com/building/instrata-nomad,Owned by: Gateway Belvedere LLC,13940,"#34D - 10 East 29th Street

Open House: Thu, May 4 (5:00 PM - 7:00 PM)   ADD TO PLANNER $13,940   NO FEE 8 rooms, 3 beds 3 baths",http://streeteasy.com/building/instrata-nomad/34d,6990,"#34B - 10 East 29th Street

Open House: Thu, May 4 (5:00 PM - 7:00 PM)   ADD TO PLANNER $6,990   NO FEE 5 rooms, 2 beds 2 baths",http://streeteasy.com/building/instrata-nomad/34b,5350,"#38E - 10 East 29th Street

Open House: Sat, May 6 (11:00 AM - 4:00 PM)   ADD TO PLANNER $5,350  IN CONTRACT 2 rooms, 1 bed 1 bath",http://streeteasy.com/building/instrata-nomad/38e,5250,"#39E - 10 East 29th Street

Open House: Thu, May 4 (5:00 PM - 7:00 PM)   ADD TO PLANNER $5,250   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/instrata-nomad/39e
128 E 29TH ST,128 East 29th Street,http://streeteasy.com/building/128-east-29-street-manhattan,Owned by: SCHUBE LIMITED PARTNE,0,,,0,,,0,,,0,,
129 E 29TH ST,29 East 129th Street,http://streeteasy.com/building/29-east-129-street-new_york,"Owned by: ANGELOU, MAYA C/O MAR",2200,"#2 - 29 East 129th Street
$2,200  NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/29-east-129-street-new_york/2,0,,,0,,,0,,
137 E 29TH ST,137 East 29th Street,http://streeteasy.com/building/137-east-29-street-brooklyn,"Owned by: FARIA, VANESSA",0,,,0,,,0,,,0,,
145 E 29TH ST,145 East 29th Street,http://streeteasy.com/building/145-east-29-street-brooklyn,"Owned by: BLAIR, VERNON",0,,,0,,,0,,,0,,
154 E 29TH ST,154 Garage East 29th Street,http://streeteasy.com/building/154-garage-east-29-street-brooklyn,,0,,,0,,,0,,,0,,
155 E 29TH ST,Biltmore Plaza,http://streeteasy.com/building/biltmore-plaza,Owned by: H & P 29TH ST ASSOC,4540,"#5H - 155 East 29th Street
$4,540  NO FEE 4 rooms, 1 bed 1 bath 759 ft²",http://streeteasy.com/building/biltmore-plaza/5h,4450,"#33G - 155 East 29th Street
$4,450  NO FEE 1 room, 1 bed 1 bath 728 ft²",http://streeteasy.com/building/biltmore-plaza/33g,3600,"#29F - 155 East 29th Street
$3,600  NO FEE 3 rooms, 1 bed 1 bath 492 ft²",http://streeteasy.com/building/biltmore-plaza/29f,0,,
207 E 29TH ST,,http://streeteasy.com/building/207-east-29-street-manhattan,Owned by: 209 EAST 29TH STREET,0,,,0,,,0,,,0,,
208 E 29TH ST,,http://streeteasy.com/building/208-east-29-street-manhattan,Owned by: REMNANT PRESBYTERIANC,0,,,0,,,0,,,0,,
209 E 29TH ST,,http://streeteasy.com/building/207-east-29-street-manhattan,Owned by: 209 EAST 29TH STREET,0,,,0,,,0,,,0,,
210 E 29TH ST,,http://streeteasy.com/building/210-east-29-street-manhattan,Owned by: TRILOBITE 29 LLC,2280,"#5A - 210 East 29th Street
$2,280   NO FEE 2 rooms, studio 1 bath",http://streeteasy.com/building/210-east-29-street-manhattan/5a,0,,,0,,,0,,
211 E 29TH ST,,http://streeteasy.com/building/207-east-29-street-manhattan,Owned by: 209 EAST 29TH STREET,0,,,0,,,0,,,0,,
212 E 29TH ST,,http://streeteasy.com/building/212-east-29-street-new_york,"Owned by: KASPAR PROPERTIES, LL",0,,,0,,,0,,,0,,
216 E 29TH ST,,http://streeteasy.com/building/216-east-29-street-manhattan,"Owned by: SAKOW, TRUSTEE, MARCU",2300,"#4F - 216 East 29th Street
$2,300   3 rooms, 1 bed 1 bath 625 ft²",http://streeteasy.com/building/216-east-29-street-manhattan/4f,0,,,0,,,0,,
217 E 29TH ST,,http://streeteasy.com/building/217-east-29-street-new_york,Owned by: 29TH STREET ASSOCIATE,0,,,0,,,0,,,0,,
22 E 29TH ST,22 East 29th Street,http://streeteasy.com/building/22-east-29-street-brooklyn,"Owned by: TAMBOURA, LEYDO",0,,,0,,,0,,,0,,
220 E 29TH ST,,http://streeteasy.com/building/220-east-29-street-manhattan,Owned by: J AND H REALTY LLC,2985,"#6F - 220 East 29th Street
$2,985  4 rooms, 2 beds 1 bath",http://streeteasy.com/building/220-east-29-street-manhattan/6f,0,,,0,,,0,,
226 E 29TH ST,,http://streeteasy.com/building/226-east-29-street-new_york,,2995,"#2A - 226 E 29
$2,995  4 rooms, 2 beds 1 bath",http://streeteasy.com/building/226-east-29-street-new_york/2a,2125,"#6D - 226 East 29th Street
$2,125  3 rooms, 1 bed 1 bath",http://streeteasy.com/building/226-east-29-street-new_york/6d,0,,,0,,
230 E 29TH ST,230 East 29th Street,http://streeteasy.com/building/230-east-29-street-manhattan,"Owned by: RSS GROUP, LLC",0,,,0,,,0,,,0,,
231 E 29TH ST,,http://streeteasy.com/building/231-east-29-street-manhattan,Owned by: RAMA & MANJULA L.L.C,0,,,0,,,0,,,0,,
232 E 29TH ST,,http://streeteasy.com/building/230-east-29-street-manhattan,"Owned by: RSS GROUP, LLC",0,,,0,,,0,,,0,,
231 E 29TH ST,,http://streeteasy.com/building/231-east-29-street-manhattan,Owned by: RAMA & MANJULA L.L.C,0,,,0,,,0,,,0,,
28 E 29TH ST,,http://streeteasy.com/building/28-east-29-street-manhattan,Owned by: PHIPPS AFFORDABLE HOU,0,,,0,,,0,,,0,,
29 E 29TH ST,452 East 29th Street,http://streeteasy.com/building/452-east-29th-street-brooklyn,,0,,,0,,,0,,,0,,
315 E 29TH ST,315 East 29th Street,http://streeteasy.com/building/315-east-29-street-brooklyn,Owned by: MISTEDEL BABIN,0,,,0,,,0,,,0,,
316 E 29TH ST,,http://streeteasy.com/building/316-east-29-street-brooklyn,"Owned by: HAWES, EDNA C",0,,,0,,,0,,,0,,
317 E 29TH ST,317 East 29th Street,http://streeteasy.com/building/317-east-29-street-brooklyn,Owned by: MARIE J JEANTY,0,,,0,,,0,,,0,,
318 E 29TH ST,318 East 19th Street,http://streeteasy.com/building/318-east-19-street-manhattan,Owned by: ROMEO-KILO CORP,0,,,0,,,0,,,0,,
319 E 29TH ST,,http://streeteasy.com/building/315-east-29-street-manhattan,Owned by: HENRY PHIPPS PLAZA NO,0,,,0,,,0,,,0,,
320 E 29TH ST,320 East 19th Street,http://streeteasy.com/building/320-east-19-street-manhattan,Owned by: VISORO LLC,0,,,0,,,0,,,0,,
321 E 29TH ST,,http://streeteasy.com/building/315-east-29-street-manhattan,Owned by: HENRY PHIPPS PLAZA NO,0,,,0,,,0,,,0,,
322 E 29TH ST,,http://streeteasy.com/building/322-east-29-street-brooklyn,"Owned by: JAMES, MARTHA A",0,,,0,,,0,,,0,,
323 E 29TH ST,323 East 29th Street,http://streeteasy.com/building/323-east-29-street-brooklyn,"Owned by: JACK, JOAN",0,,,0,,,0,,,0,,
324 E 29TH ST,,http://streeteasy.com/building/324-east-29-street-brooklyn,"Owned by: MARTIN, IAN",0,,,0,,,0,,,0,,
325 E 29TH ST,325 East 29th Street,http://streeteasy.com/building/325-east-29-street-brooklyn,Owned by: JENNIFER E STULTZ,0,,,0,,,0,,,0,,
326 E 29TH ST,,http://streeteasy.com/building/326-east-29-street-brooklyn,"Owned by: GEDIN, JEAN CLAUDE",0,,,0,,,0,,,0,,
327 E 29TH ST,327 East 29th Street,http://streeteasy.com/building/327-east-29-street-brooklyn,"Owned by: RODRIGUEZ, JESSICA",0,,,0,,,0,,,0,,
328 E 29TH ST,328 East 29th Street,http://streeteasy.com/building/328-east-29-street-brooklyn,"Owned by: MUTHANNA, SALAH",0,,,0,,,0,,,0,,
329 E 29TH ST,329 East 29th Street,http://streeteasy.com/building/329-east-29-street-brooklyn,"Owned by: MCMILLAN, VERENE",0,,,0,,,0,,,0,,
