OriginalAddress,ChosenAddress,Url,Owner,AveragePricingInfo,ActiveListingsUrl,PastSalesUrl,PastRentalUrl,UnitsAvaliableRightNow
429 E 52ND  Manhattan,,http://streeteasy.com/building/river-court,Owned by: S&M 52ND FEE LLC,"Rentals Listings 23 active rentals ($72 per ft² avg, $4,697 avg price)",,/nyc/property_activity/past_transactions_component/850416?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850416?hide_header=true&show_rentals=true,24
432 E 52ND  Manhattan,,http://streeteasy.com/building/434-east-52-street-new_york,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($1,683,000 avg price)",,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_rentals=true,2
433 E 52ND  Manhattan,,http://streeteasy.com/building/river-house,Owned by: RIVER HOUSE REALTY CO,"Sales Listings 6 active sales ($1,700 per ft² avg, $9,156,666 avg price)",,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_rentals=true,7
434 E 52ND  Manhattan,,http://streeteasy.com/building/434-east-52-street-new_york,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($1,683,000 avg price)",,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_rentals=true,2
435 E 52ND  Manhattan,,http://streeteasy.com/building/river-house,Owned by: RIVER HOUSE REALTY CO,"Sales Listings 6 active sales ($1,700 per ft² avg, $9,156,666 avg price)",,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_rentals=true,7
436 E 52ND  Manhattan,,http://streeteasy.com/building/434-east-52-street-new_york,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($1,683,000 avg price)",,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_rentals=true,2
437 E 52ND  Manhattan,,http://streeteasy.com/building/river-house,Owned by: RIVER HOUSE REALTY CO,"Sales Listings 6 active sales ($1,700 per ft² avg, $9,156,666 avg price)",,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850415?hide_header=true&show_rentals=true,7
438 E 52ND  Manhattan,,http://streeteasy.com/building/434-east-52-street-new_york,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($1,683,000 avg price)",,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850399?hide_header=true&show_rentals=true,2
211 E 53RD  Manhattan,,http://streeteasy.com/building/the-hawthorne,Owned by: OWNER / AGENT,"Sales Listings 5 active sales ($1,284 per ft² avg, $1,044,000 avg price)",,/nyc/property_activity/past_transactions_component/847380?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847380?hide_header=true&show_rentals=true,8
229 E 53RD  Manhattan,,http://streeteasy.com/building/229-east-53-street-new_york,Owned by: ELK MAS 229 EAST 53RD,"22 previous rentals ($3,256 avg price)",,/nyc/property_activity/past_transactions_component/847180?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847180?hide_header=true&show_rentals=true,0
231 E 53RD  Manhattan,,http://streeteasy.com/building/231-east-53-street-new_york,Owned by: 231-235 EAST 53RD STR,"23 previous rentals ($2,755 avg price)",,/nyc/property_activity/past_transactions_component/847181?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847181?hide_header=true&show_rentals=true,0
232 E 53RD  Manhattan,,http://streeteasy.com/building/232-east-53-street-manhattan,Owned by: 11 WEST MANAGEMENT LL,"Rentals Listings 3 active rentals ($4,933 avg price)",,/nyc/property_activity/past_transactions_component/847169?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847169?hide_header=true&show_rentals=true,4
239 E 53RD  Manhattan,,http://streeteasy.com/building/239-east-53-street-new_york,Owned by: EAST 53RD HOLDINGS LL,"25 previous rentals ($1,985 avg price)",,/nyc/property_activity/past_transactions_component/847184?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847184?hide_header=true&show_rentals=true,0
246 E 53RD  Manhattan,,http://streeteasy.com/building/246-east-53-street-new_york,Owned by: SOFUBO LLC,"1 previous sale ($11,250,000 avg price)",,/nyc/property_activity/past_transactions_component/847163?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847163?hide_header=true&show_rentals=true,2
249 E 53RD  Manhattan,,http://streeteasy.com/building/249-east-53-street-new_york,"Owned by: 249 EAST REALTY, LLC","Rentals Listings 1 active rental ($1,750 avg price)",,/nyc/property_activity/past_transactions_component/847196?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847196?hide_header=true&show_rentals=true,2
313 E 53RD  Manhattan,,http://streeteasy.com/building/313-east-53-street-manhattan,"Owned by: RJH 53 REALTY, LLC","4 previous sales ($614 per ft² avg, $4,725,000 avg price)",,/nyc/property_activity/past_transactions_component/8566623?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8566623?hide_header=true&show_rentals=true,0
319 E 53RD  Manhattan,,http://streeteasy.com/building/319-east-53-street-new_york,"Owned by: 319 EAST 53RD STREET,","111 previous rentals ($43 per ft² avg, $2,458 avg price)",,/nyc/property_activity/past_transactions_component/849760?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849760?hide_header=true&show_rentals=true,0
320 E 53RD  Manhattan,,http://streeteasy.com/building/326-east-53-street-manhattan,Owned by: THE ANIMAL MEDICAL CE,,,/nyc/property_activity/past_transactions_component/849654?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849654?hide_header=true&show_rentals=true,0
328 E 53RD  Manhattan,,http://streeteasy.com/building/328-east-53-street-manhattan,Owned by: CHRISTINE SOCCI,"9 previous rentals ($35 per ft² avg, $1,922 avg price)",,/nyc/property_activity/past_transactions_component/849653?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849653?hide_header=true&show_rentals=true,0
332 E 53RD  Manhattan,,http://streeteasy.com/building/332-east-53-street-manhattan,Owned by: 332-334 EAST 53RD STR,"Rentals Listings 2 active rentals ($2,475 avg price)",,/nyc/property_activity/past_transactions_component/849651?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849651?hide_header=true&show_rentals=true,3
334 E 53RD  Manhattan,,http://streeteasy.com/building/334-east-53-street-manhattan,Owned by: 332-334 EAST 53RD STR,"5 previous sales ($570 per ft² avg, $281,400 avg price)",,/nyc/property_activity/past_transactions_component/849650?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849650?hide_header=true&show_rentals=true,2
338 E 53RD  Manhattan,,http://streeteasy.com/building/338-east-53-street-new_york,"Owned by: HARVEY, MORTON","13 previous rentals ($49 per ft² avg, $1,923 avg price)",,/nyc/property_activity/past_transactions_component/849648?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849648?hide_header=true&show_rentals=true,0
340 E 53RD  Manhattan,,http://streeteasy.com/building/340-east-53-street-manhattan,Owned by: WILLIAM A. ROTH LIVIN,"Rentals Listings 1 active rental ($2,450 avg price)",,/nyc/property_activity/past_transactions_component/849647?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849647?hide_header=true&show_rentals=true,2
342 E 53RD  Manhattan,,http://streeteasy.com/building/342-east-53-street-new_york,Owned by: 342 E 53 OWNERS INC,"Sales Listings 2 active sales ($457,000 avg price)",,/nyc/property_activity/past_transactions_component/849646?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849646?hide_header=true&show_rentals=true,5
350 E 53RD  Manhattan,,http://streeteasy.com/building/963-1-avenue-manhattan,Owned by: EAST 53 ST OPERATING,"Rentals Listings 2 active rentals ($2,250 avg price)",,/nyc/property_activity/past_transactions_component/849645?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849645?hide_header=true&show_rentals=true,3
353 E 53RD  Manhattan,,http://streeteasy.com/building/353-east-53rd-street-new_york,Owned by: Charles Alpert,"Rentals Listings 1 active rental ($2,895 avg price)",,/nyc/property_activity/past_transactions_component/849764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849764?hide_header=true&show_rentals=true,2
400 E 53RD  Manhattan,,http://streeteasy.com/building/962-1-avenue-manhattan,"Owned by: GOTTLIEB, WILLIAM","10 previous rentals ($31 per ft² avg, $2,410 avg price)",,/nyc/property_activity/past_transactions_component/850417?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850417?hide_header=true&show_rentals=true,0
411 E 53RD  Manhattan,,http://streeteasy.com/building/411-east-53-street-new_york,Owned by: 411 EAST 53 STREET CO,"Sales Listings 2 active sales ($1,115 per ft² avg, $850,000 avg price)",,/nyc/property_activity/past_transactions_component/850846?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850846?hide_header=true&show_rentals=true,7
135 E 54TH  Manhattan,,http://streeteasy.com/building/lex-54,Owned by: LEX 54 CONDOMINIUM C/,"Sales Listings 5 active sales ($1,130 per ft² avg, $898,400 avg price)",,/nyc/property_activity/past_transactions_component/8571973?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8571973?hide_header=true&show_rentals=true,11
220 E 54TH  Manhattan,,http://streeteasy.com/building/the-leslie-house,Owned by: LESLIE HOUSE OWNERS C,"Sales Listings 1 active sale ($655,000 avg price)",,/nyc/property_activity/past_transactions_component/847195?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847195?hide_header=true&show_rentals=true,2
245 E 54TH  Manhattan,,http://streeteasy.com/building/the-brevard,Owned by: BEVARD OWNERS CORP,"Sales Listings 10 active sales ($1,026 per ft² avg, $854,000 avg price)",,/nyc/property_activity/past_transactions_component/847387?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847387?hide_header=true&show_rentals=true,15
307 E 54TH  Manhattan,,http://streeteasy.com/building/307-east-54-street-new_york,Owned by: CITY WIDE SUPPORTIVE,,,/nyc/property_activity/past_transactions_component/7953043?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/7953043?hide_header=true&show_rentals=true,0
308 E 54TH  Manhattan,,http://streeteasy.com/building/connaught-tower,Owned by: CONNAUGHT TOWER AKA 3,"Sales Listings 5 active sales ($1,339 per ft² avg, $778,800 avg price)",,/nyc/property_activity/past_transactions_component/849772?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849772?hide_header=true&show_rentals=true,6
309 E 54TH  Manhattan,,http://streeteasy.com/building/307-east-54-street-new_york,Owned by: CITY WIDE SUPPORTIVE,,,/nyc/property_activity/past_transactions_component/7953043?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/7953043?hide_header=true&show_rentals=true,0
315 E 54TH  Manhattan,,http://streeteasy.com/building/315-east-54-street-manhattan,Owned by: SUTTON REALTY ASSOCIA,"Rentals Listings 2 active rentals ($53 per ft² avg, $1,990 avg price)",,/nyc/property_activity/past_transactions_component/849935?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849935?hide_header=true&show_rentals=true,3
320 E 54TH  Manhattan,,http://streeteasy.com/building/320-east-54-street-new_york,Owned by: 320 EAST 54TH ST COND,"34 previous sales ($1,035 per ft² avg, $1,062,294 avg price)",,/nyc/property_activity/past_transactions_component/849927?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849927?hide_header=true&show_rentals=true,2
325 E 54TH  Manhattan,,http://streeteasy.com/building/325-east-54-street-new_york,Owned by: UNITED-ENTERPRISES,"60 previous rentals ($1,645 avg price)",,/nyc/property_activity/past_transactions_component/849937?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849937?hide_header=true&show_rentals=true,0
327 E 54TH  Manhattan,,http://streeteasy.com/building/327-east-54-street-new_york,,"51 previous rentals ($1,722 avg price)",,/nyc/property_activity/past_transactions_component/8297236?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297236?hide_header=true&show_rentals=true,0
330 E 54TH  Manhattan,,http://streeteasy.com/building/330-east-54-street-new_york,"Owned by: STELLAR 330 EAST 54,","17 previous rentals ($54 per ft² avg, $2,567 avg price)",,/nyc/property_activity/past_transactions_component/849771?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849771?hide_header=true&show_rentals=true,0
333 E 54TH  Manhattan,,http://streeteasy.com/building/333-east-54-street-new_york,Owned by: 333 EAST 54TH STREET,"26 previous rentals ($43 per ft² avg, $2,013 avg price)",,/nyc/property_activity/past_transactions_component/849938?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849938?hide_header=true&show_rentals=true,0
334 E 54TH  Manhattan,,http://streeteasy.com/building/334-east-54-street-new_york,Owned by: OWNER / AGENT,"5 previous sales ($706 per ft² avg, $357,600 avg price)",,/nyc/property_activity/past_transactions_component/849928?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849928?hide_header=true&show_rentals=true,0
337 E 54TH  Manhattan,,http://streeteasy.com/building/337-east-54-street-manhattan,Owned by: UBEE LLC,"1 previous sale ($3,400,000 avg price)",,/nyc/property_activity/past_transactions_component/849940?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849940?hide_header=true&show_rentals=true,0
345 E 54TH  Manhattan,,http://streeteasy.com/building/345-east-54-street-new_york,Owned by: 345 EAST 54TH OWNERS,"39 previous sales ($693 per ft² avg, $363,179 avg price)",,/nyc/property_activity/past_transactions_component/849941?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849941?hide_header=true&show_rentals=true,2
350 E 54TH  Manhattan,,http://streeteasy.com/building/350-east-54-street-new_york,Owned by: THE FIFTY-FOURTH STRE,"Sales Listings 1 active sale ($1,202 per ft² avg, $625,000 avg price)",,/nyc/property_activity/past_transactions_component/849929?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849929?hide_header=true&show_rentals=true,4
351 E 54TH  Manhattan,,http://streeteasy.com/building/351-east-54-street-manhattan,Owned by: EAST 54TH STREET HDFC,,,/nyc/property_activity/past_transactions_component/849959?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849959?hide_header=true&show_rentals=true,0
353 E 54TH  Manhattan,,http://streeteasy.com/building/985-1-avenue-manhattan,Owned by: 985-987 FIRST AVE. L.,"2 previous sales ($955 per ft² avg, $800,000 avg price)",,/nyc/property_activity/past_transactions_component/849944?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849944?hide_header=true&show_rentals=true,0
410 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
411 E 54TH  Manhattan,,http://streeteasy.com/building/405-east-54th-street-new_york,Owned by: 405 EAST 54TH STREET,"Rentals Listings 1 active rental ($3,650 avg price)",,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_rentals=true,2
412 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
413 E 54TH  Manhattan,,http://streeteasy.com/building/405-east-54th-street-new_york,Owned by: 405 EAST 54TH STREET,"Rentals Listings 1 active rental ($3,650 avg price)",,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_rentals=true,2
414 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
415 E 54TH  Manhattan,,http://streeteasy.com/building/the-st-jamess-tower,Owned by: ST JAMES,"Sales Listings 5 active sales ($1,463 per ft² avg, $2,594,000 avg price)",,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_rentals=true,10
416 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
417 E 54TH  Manhattan,,http://streeteasy.com/building/the-st-jamess-tower,Owned by: ST JAMES,"Sales Listings 5 active sales ($1,463 per ft² avg, $2,594,000 avg price)",,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_rentals=true,10
418 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
419 E 54TH  Manhattan,,http://streeteasy.com/building/the-st-jamess-tower,Owned by: ST JAMES,"Sales Listings 5 active sales ($1,463 per ft² avg, $2,594,000 avg price)",,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_rentals=true,10
420 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
421 E 54TH  Manhattan,,http://streeteasy.com/building/the-st-jamess-tower,Owned by: ST JAMES,"Sales Listings 5 active sales ($1,463 per ft² avg, $2,594,000 avg price)",,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850960?hide_header=true&show_rentals=true,10
422 E 54TH  Manhattan,,http://streeteasy.com/building/oriana-420-east-54-street-new_york,,"Rentals Listings 7 active rentals ($5,884 avg price)",,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8740764?hide_header=true&show_rentals=true,8
136 E 55TH  Manhattan,,http://streeteasy.com/building/136-east-55-street-new_york,Owned by: RUDIN EAST 55TH STREE,"Rentals Listings 1 active rental ($3,500 avg price)",,/nyc/property_activity/past_transactions_component/844357?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844357?hide_header=true&show_rentals=true,2
