OriginalAddress,ChosenAddress,Url,Owner,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl
166 E 35TH ST,,http://streeteasy.com/building/166-east-35-street-new_york,Owned by: OSSE INC,749000,"#10E - 166 East 35th Street
$749,000   3 rooms, 1 bed 1 bath",http://streeteasy.com/building/166-east-35-street-new_york/10e,679000,"#14G - 166 E 35th Street
$679,000   IN CONTRACT 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/166-east-35-street-new_york/14g,635000,"#2G - 166 East 35th Street
$635,000   3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/166-east-35-street-new_york/2g,535000,"#16H - 166 East 35th Street
$535,000  2.5 rooms, studio 1 bath 550 ft²",http://streeteasy.com/building/166-east-35-street-new_york/16h
20 E 35TH ST,,http://streeteasy.com/building/goodhue-house,Owned by: 20 E 35 ST,1950000,"#15E - 20 East 35th Street

Open House: Sun, May 7 (11:30 AM - 1:00 PM)   ADD TO PLANNER $1,950,000   5 rooms, 3 beds 3 baths",http://streeteasy.com/building/goodhue-house/15e,886000,"#14M - 20 East 35th Street
$886,000   IN CONTRACT 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/goodhue-house/14m,425000,"#8B - 20 East 35th Street
$425,000  IN CONTRACT studio 1 bath",http://streeteasy.com/building/goodhue-house/8b,0,,
200 E 35TH ST,,http://streeteasy.com/building/200-east-35-street-brooklyn,"Owned by: MOSELEY, GEORGE R",0,,,0,,,0,,,0,,
201 E 35TH ST,201 East 35th Street,http://streeteasy.com/building/201-east-35-street-brooklyn,Owned by: BASIL MORRIS,0,,,0,,,0,,,0,,
211 E 35TH ST,211 East 35th Street,http://streeteasy.com/building/211-east-35-street-brooklyn,Owned by: NORMA A GERALD,0,,,0,,,0,,,0,,
221 E 35TH ST,221 East 35th Street,http://streeteasy.com/building/221-east-35-street-brooklyn,Owned by: EGBERT A ANDERSON,0,,,0,,,0,,,0,,
222 E 35TH ST,,http://streeteasy.com/building/the-gregory-house,Owned by: GREGORY HOUSE OWNERS,3350,"#2J - 222 E 35th Street
$3,350   NO FEE 3 rooms, 1 bed 1 bath 850 ft²",http://streeteasy.com/building/the-gregory-house/2j,0,,,0,,,0,,
223 E 35TH ST,223 Rear East 35th Street,http://streeteasy.com/building/223-rear-east-35-street-new_york,,0,,,0,,,0,,,0,,
222 E 35TH ST,,http://streeteasy.com/building/the-gregory-house,Owned by: GREGORY HOUSE OWNERS,3350,"#2J - 222 E 35th Street
$3,350   NO FEE 3 rooms, 1 bed 1 bath 850 ft²",http://streeteasy.com/building/the-gregory-house/2j,0,,,0,,,0,,
225 E 35TH ST,,http://streeteasy.com/building/225-east-35-street-manhattan,Owned by: ANDO REALTY LLC,3900,"#19A - 225 E 35
$3,900   5 rooms, 3 beds 1 bath",http://streeteasy.com/building/225-east-35-street-manhattan/19a,0,,,0,,,0,,
226 E 35TH ST,226 East 35th Street,http://streeteasy.com/building/226-east-35-street-brooklyn,Owned by: IRAZEL HARTLEY,0,,,0,,,0,,,0,,
227 E 35TH ST,,http://streeteasy.com/building/225-east-35-street-manhattan,Owned by: ANDO REALTY LLC,3900,"#19A - 225 E 35
$3,900   5 rooms, 3 beds 1 bath",http://streeteasy.com/building/225-east-35-street-manhattan/19a,0,,,0,,,0,,
240 E 35TH ST,,http://streeteasy.com/building/240-east-35-street-new_york,Owned by: 24035 OWNERS CORP,950000,"#4H - 240 East 35th Street
$950,000   IN CONTRACT 5 rooms, 3 beds 2 baths",http://streeteasy.com/building/240-east-35-street-new_york/4h,899000,"#1GH - 240 East 35th Street
$899,000   5 rooms, 2 beds 2 baths",http://streeteasy.com/building/240-east-35-street-new_york/1gh,775000,"#11J - 240 East 35th Street
$775,000  3 rooms, 1 bed 1 bath",http://streeteasy.com/building/240-east-35-street-new_york/11j,567000,"#5B - 240 East 35th Street

Open House: Thu, May 4 (5:30 PM - 6:30 PM)   ADD TO PLANNER $567,000   3 rooms, 1 bed 1 bath",http://streeteasy.com/building/240-east-35-street-new_york/5b
245 E 35TH ST,The Townsley,http://streeteasy.com/building/the-townsley,Owned by: 24535 OWNERS CORP,2400,"#9J - 245 East 35th Street
$2,400  2 rooms, studio 1 bath",http://streeteasy.com/building/the-townsley/9j,2200,"#7J - 245 East 35th Street
$2,200   IN CONTRACT 1 room, studio 1 bath",http://streeteasy.com/building/the-townsley/7j,0,,,0,,
250 E 35TH ST,,http://streeteasy.com/building/639-2-avenue-manhattan,"Owned by: CRETE REALTY CO.,",0,,,0,,,0,,,0,,
26 E 35TH ST,,http://streeteasy.com/building/26-east-35-street-manhattan,Owned by: THE COMMUNITY CHURCH,0,,,0,,,0,,,0,,
27 E 35TH ST,35 East 35th Street,http://streeteasy.com/building/35-east-35-street-new_york,Owned by: DRMBRE-35TH LLC,4400,"#9D - 35 East 35th Street
$4,400   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/9d,4000,"#8G - 35 East 35th Street
$4,000   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/8g,3500,"#10A - 35 East 35th Street
$3,500   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/10a,0,,
28 E 35TH ST,,http://streeteasy.com/building/28-east-35-street-manhattan,Owned by: COMMUNITY CHURCH,0,,,0,,,0,,,0,,
29 E 35TH ST,35 East 35th Street,http://streeteasy.com/building/35-east-35-street-new_york,Owned by: DRMBRE-35TH LLC,4400,"#9D - 35 East 35th Street
$4,400   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/9d,4000,"#8G - 35 East 35th Street
$4,000   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/8g,3500,"#10A - 35 East 35th Street
$3,500   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/10a,0,,
30 E 35TH ST,,http://streeteasy.com/building/30-east-35-street-manhattan,Owned by: COMMUNITY CHURCH,0,,,0,,,0,,,0,,
32 E 35TH ST,,http://streeteasy.com/building/32-east-35-street-manhattan,Owned by: COMMUNITY CHURCH,0,,,0,,,0,,,0,,
320 E 35TH ST,,http://streeteasy.com/building/320-east-35-street-new_york,Owned by: 320 EAST 35TH STREET,525000,"#6F - 320 East 35th Street
$525,000   IN CONTRACT 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/320-east-35-street-new_york/6f,2750,"#2F - 320 East 35th Street
$2,750   3 rooms, 1 bed 1 bath",http://streeteasy.com/building/320-east-35-street-new_york/2f,0,,,0,,
324 E 35TH ST,,http://streeteasy.com/building/324-east-35-street-manhattan,Owned by: 324 EAST 35TH STREET,885000,"#5B6B - 324 East 35th Street

Open House: Wed, May 3 (2:00 PM - 3:00 PM)   ADD TO PLANNER $885,000  7 rooms, 2 beds 2 baths, 1 half bath",http://streeteasy.com/building/324-east-35-street-manhattan/5b6b,2300,"#3C - 324 E 35th Street
$2,300  3 rooms, studio 1 bath",http://streeteasy.com/building/324-east-35-street-manhattan/3c,0,,,0,,
35 E 35TH ST,35 East 35th Street,http://streeteasy.com/building/35-east-35-street-new_york,Owned by: DRMBRE-35TH LLC,4400,"#9D - 35 East 35th Street
$4,400   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/9d,4000,"#8G - 35 East 35th Street
$4,000   NO FEE 3.5 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/8g,3500,"#10A - 35 East 35th Street
$3,500   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/35-east-35-street-new_york/10a,0,,
110 E 36TH ST,,http://streeteasy.com/building/110-east-36-street-new_york,Owned by: 110 E 36 ST REALTY CO,348500,"#1E - 110 East 36th Street

Open House: Sun, May 7 (1:00 PM - 2:30 PM)   ADD TO PLANNER $348,500  2 rooms, studio",http://streeteasy.com/building/110-east-36-street-new_york/1e,0,,,0,,,0,,
120 E 36TH ST,,http://streeteasy.com/building/120-east-36-street-new_york,Owned by: STIMSON OWNERS CORPO,1750000,"#2DE - 120 East 36th Street

Open House: Sun, May 7 (11:30 AM - 1:30 PM)   ADD TO PLANNER $1,750,000   5 rooms, 3 beds 2 baths 1,400 ft²",http://streeteasy.com/building/120-east-36-street-new_york/2de,742500,"#8G - 120 East 36th Street
$742,500   3 rooms, 1 bed 1 bath 650 ft²",http://streeteasy.com/building/120-east-36-street-new_york/8g,0,,,0,,
