OriginalAddress,ChosenAddress,Url,Owner,AveragePricingInfo,ActiveListingsUrl,PastSalesUrl,PastRentalUrl,UnitsAvaliableRightNow
146 E 56TH  Manhattan,,http://streeteasy.com/building/148-east-56-street-manhattan,Owned by: 146 EAST 56 STREET EQ,,,/nyc/property_activity/past_transactions_component/844545?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844545?hide_header=true&show_rentals=true,0
147 E 56TH  Manhattan,,http://streeteasy.com/building/141-east-56-street-new_york,Owned by: NEW 56-79 IG ASSOCIAT,"Rentals Listings 5 active rentals ($54 per ft² avg, $3,880 avg price)",,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_rentals=true,6
148 E 56TH  Manhattan,,http://streeteasy.com/building/148-east-56-street-manhattan,Owned by: 146 EAST 56 STREET EQ,,,/nyc/property_activity/past_transactions_component/844545?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844545?hide_header=true&show_rentals=true,0
149 E 56TH  Manhattan,,http://streeteasy.com/building/141-east-56-street-new_york,Owned by: NEW 56-79 IG ASSOCIAT,"Rentals Listings 5 active rentals ($54 per ft² avg, $3,880 avg price)",,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_rentals=true,6
150 E 56TH  Manhattan,150 East 56th Street,http://streeteasy.com/building/150-east-56-street-new_york,Owned by: 150 E 56 STREET LLC,"Sales Listings 1 active sale ($1,112 per ft² avg, $945,000 avg price)",,/nyc/property_activity/past_transactions_component/844888?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844888?hide_header=true&show_rentals=true,2
151 E 56TH  Manhattan,,http://streeteasy.com/building/141-east-56-street-new_york,Owned by: NEW 56-79 IG ASSOCIAT,"Rentals Listings 5 active rentals ($54 per ft² avg, $3,880 avg price)",,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_rentals=true,6
152 E 56TH  Manhattan,,http://streeteasy.com/search?utf8=%E2%9C%93&search=152%20E%2056TH%20%20Manhattan,,,,,,0
153 E 56TH  Manhattan,,http://streeteasy.com/building/141-east-56-street-new_york,Owned by: NEW 56-79 IG ASSOCIAT,"Rentals Listings 5 active rentals ($54 per ft² avg, $3,880 avg price)",,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844900?hide_header=true&show_rentals=true,6
150 E 56TH  Manhattan,150 East 56th Street,http://streeteasy.com/building/150-east-56-street-new_york,Owned by: 150 E 56 STREET LLC,"Sales Listings 1 active sale ($1,112 per ft² avg, $945,000 avg price)",,/nyc/property_activity/past_transactions_component/844888?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844888?hide_header=true&show_rentals=true,2
166 E 56TH  Manhattan,,http://streeteasy.com/building/166-east-56th-st-new_york,Owned by: 930 THIRD AVENUE CORP,"4 previous rentals ($40 per ft² avg, $2,698 avg price)",,/nyc/property_activity/past_transactions_component/844543?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844543?hide_header=true&show_rentals=true,0
222 E 56TH  Manhattan,,http://streeteasy.com/building/222-east-56-street-new_york,Owned by: HUGUEL CORP,"45 previous rentals ($50 per ft² avg, $2,014 avg price)",,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_rentals=true,0
223 E 56TH  Manhattan,,http://streeteasy.com/search?utf8=%E2%9C%93&search=223%20E%2056TH%20%20Manhattan,,,,,,0
224 E 56TH  Manhattan,,http://streeteasy.com/building/222-east-56-street-new_york,Owned by: HUGUEL CORP,"45 previous rentals ($50 per ft² avg, $2,014 avg price)",,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_rentals=true,0
225 E 56TH  Manhattan,,http://streeteasy.com/search?utf8=%E2%9C%93&search=225%20E%2056TH%20%20Manhattan,,,,,,0
226 E 56TH  Manhattan,,http://streeteasy.com/building/222-east-56-street-new_york,Owned by: HUGUEL CORP,"45 previous rentals ($50 per ft² avg, $2,014 avg price)",,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847398?hide_header=true&show_rentals=true,0
300 E 56TH  Manhattan,,http://streeteasy.com/building/the-bristol-300-east-56-street-new_york,Owned by: 56TH REALTY LLC,"Rentals Listings 1 active rental ($5,037 avg price)",,/nyc/property_activity/past_transactions_component/850121?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850121?hide_header=true&show_rentals=true,2
301 E 56TH  Manhattan,,http://streeteasy.com/building/1066-2-avenue-manhattan,Owned by: JJNK CORP,"Rentals Listings 1 active rental ($3,150 avg price)",,/nyc/property_activity/past_transactions_component/850122?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850122?hide_header=true&show_rentals=true,2
305 E 56TH  Manhattan,,http://streeteasy.com/building/305-east-56-street-manhattan,Owned by: 305 E 56 LLC,"Rentals Listings 1 active rental ($2,295 avg price)",,/nyc/property_activity/past_transactions_component/850141?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850141?hide_header=true&show_rentals=true,2
315 E 56TH  Manhattan,,http://streeteasy.com/building/315-east-56-street-new_york,Owned by: 315 EAST 56TH OWNERS,"83 previous rentals ($45 per ft² avg, $3,042 avg price)",,/nyc/property_activity/past_transactions_component/850129?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850129?hide_header=true&show_rentals=true,0
333 E 56TH  Manhattan,,http://streeteasy.com/building/the-bamford,Owned by: BAMFORD REALTY LLC,"95 previous rentals ($55 per ft² avg, $3,907 avg price)",,/nyc/property_activity/past_transactions_component/850130?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850130?hide_header=true&show_rentals=true,0
345 E 56TH  Manhattan,,http://streeteasy.com/building/sutton-east,Owned by: ANTHONY S BERKMAN,"Sales Listings 7 active sales ($900 per ft² avg, $1,188,142 avg price)",,/nyc/property_activity/past_transactions_component/850148?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850148?hide_header=true&show_rentals=true,13
405 E 56TH  Manhattan,,http://streeteasy.com/building/405-east-56-street-new_york,Owned by: 405 EAST 56TH ST LLC,"Rentals Listings 1 active rental ($3,500 avg price)",,/nyc/property_activity/past_transactions_component/850968?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850968?hide_header=true&show_rentals=true,2
130 E 57TH  Manhattan,,http://streeteasy.com/building/690-lexington-avenue-manhattan,Owned by: SOL GOLDMAN INVESTMEN,,,/nyc/property_activity/past_transactions_component/844911?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844911?hide_header=true&show_rentals=true,0
153 E 57TH  Manhattan,,http://streeteasy.com/building/gotham-towne-house,Owned by: GOTHAM TOWNE HOUSE OW,"Sales Listings 2 active sales ($967 per ft² avg, $532,500 avg price)",,/nyc/property_activity/past_transactions_component/844931?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844931?hide_header=true&show_rentals=true,3
157 E 57TH  Manhattan,,http://streeteasy.com/building/157-east-57-street-new_york,Owned by: 157 EAST 57TH STREET,"Rentals Listings 3 active rentals ($41 per ft² avg, $4,066 avg price)",,/nyc/property_activity/past_transactions_component/844932?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844932?hide_header=true&show_rentals=true,4
220 E 57TH  Manhattan,,http://streeteasy.com/building/the-carlton-east,Owned by: 220 EAST 57 OWNERS,"Sales Listings 4 active sales ($960 per ft² avg, $524,750 avg price)",,/nyc/property_activity/past_transactions_component/847447?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847447?hide_header=true&show_rentals=true,9
227 E 57TH  Manhattan,,http://streeteasy.com/building/227-east-57-street-new_york,Owned by: 227 E 57 ST INC,"Sales Listings 1 active sale ($906 per ft² avg, $725,000 avg price)",,/nyc/property_activity/past_transactions_component/847490?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847490?hide_header=true&show_rentals=true,4
235 E 57TH  Manhattan,,http://streeteasy.com/building/235-east-57-street-new_york,Owned by: 235 E 57TH ST APARTME,"Sales Listings 2 active sales ($1,262,000 avg price)",,/nyc/property_activity/past_transactions_component/847491?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847491?hide_header=true&show_rentals=true,3
245 E 57TH  Manhattan,,http://streeteasy.com/building/245-east-57-street-manhattan,Owned by: 57 ASSOCIATES LLC,"8 previous rentals ($1,588 avg price)",,/nyc/property_activity/past_transactions_component/847509?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847509?hide_header=true&show_rentals=true,0
249 E 57TH  Manhattan,,http://streeteasy.com/building/249-east-57-street-new_york,,"8 previous rentals ($1,967 avg price)",,/nyc/property_activity/past_transactions_component/8297056?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297056?hide_header=true&show_rentals=true,0
300 E 57TH  Manhattan,,http://streeteasy.com/building/300-east-57th-street-new_york,Owned by: 300 EAST 57TH STREET,"1 previous sale ($661 per ft² avg, $925,000 avg price)",,/nyc/property_activity/past_transactions_component/850138?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850138?hide_header=true&show_rentals=true,2
315 E 57TH  Manhattan,,http://streeteasy.com/building/315-east-57-street-manhattan,Owned by: 315 E 57 LLC,"16 previous rentals ($3,033 avg price)",,/nyc/property_activity/past_transactions_component/850151?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850151?hide_header=true&show_rentals=true,0
325 E 57TH  Manhattan,,http://streeteasy.com/building/325-east-57-street-new_york,Owned by: 325 TENANTS CORP - C\,"Sales Listings 2 active sales ($1,322,000 avg price)",,/nyc/property_activity/past_transactions_component/850152?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850152?hide_header=true&show_rentals=true,3
339 E 57TH  Manhattan,,http://streeteasy.com/building/339-east-57-street-new_york,"Owned by: 339 EST 57TH STREET,","Rentals Listings 1 active rental ($2,900 avg price)",,/nyc/property_activity/past_transactions_component/850154?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850154?hide_header=true&show_rentals=true,2
340 E 57TH  Manhattan,,http://streeteasy.com/building/340-east-57-street-manhattan,Owned by: 340 EAST 57TH ST ASSO,"Rentals Listings 1 active rental ($12,000 avg price)",,/nyc/property_activity/past_transactions_component/850134?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850134?hide_header=true&show_rentals=true,2
356 E 57TH  Manhattan,,http://streeteasy.com/building/356-east-57-street-new_york,"Owned by: EGA HOLDINGS, LLC","20 previous rentals ($35 per ft² avg, $2,529 avg price)",,/nyc/property_activity/past_transactions_component/850132?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850132?hide_header=true&show_rentals=true,0
357 E 57TH  Manhattan,,http://streeteasy.com/building/357-east-57-street-new_york,Owned by: 357 EAST 57 STREET CO,"Sales Listings 3 active sales ($1,073 per ft² avg, $783,000 avg price)",,/nyc/property_activity/past_transactions_component/850182?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850182?hide_header=true&show_rentals=true,4
400 E 57TH  Manhattan,,http://streeteasy.com/building/stonehenge-57,Owned by: 400 E57 Fee Owner LLC,"Rentals Listings 4 active rentals ($5,312 avg price)",,/nyc/property_activity/past_transactions_component/8673762?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8673762?hide_header=true&show_rentals=true,5
417 E 57TH  Manhattan,,http://streeteasy.com/building/sutton-court,Owned by: 417 EAST REALTY LIMIT,"Rentals Listings 1 active rental ($85 per ft² avg, $4,300 avg price)",,/nyc/property_activity/past_transactions_component/851056?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/851056?hide_header=true&show_rentals=true,2
419 E 57TH  Manhattan,,http://streeteasy.com/building/419-east-57-street-new_york,Owned by: FRANK HIRSCHL,"Sales Listings 5 active sales ($962 per ft² avg, $928,600 avg price)",,/nyc/property_activity/past_transactions_component/851040?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/851040?hide_header=true&show_rentals=true,6
440 E 57TH  Manhattan,,http://streeteasy.com/building/440-east-57-street-new_york,Owned by: 440 EAST 57TH OWNERS,"Sales Listings 1 active sale ($1,600,000 avg price)",,/nyc/property_activity/past_transactions_component/850972?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850972?hide_header=true&show_rentals=true,2
16 E 58TH  Manhattan,,http://streeteasy.com/building/16-east-58-street-new_york,Owned by: GBR 16 E 58 ST LIMITE,"Rentals Listings 2 active rentals ($80 per ft² avg, $3,000 avg price)",,/nyc/property_activity/past_transactions_component/843874?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/843874?hide_header=true&show_rentals=true,3
200 E 58TH  Manhattan,,http://streeteasy.com/building/blair-house,Owned by: BLAIR HOUSE CONDOMINI,"Sales Listings 2 active sales ($1,293 per ft² avg, $987,000 avg price)",,/nyc/property_activity/past_transactions_component/847630?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847630?hide_header=true&show_rentals=true,9
210 E 58TH  Manhattan,,http://streeteasy.com/building/210-east-58-street-manhattan,Owned by: 58TH STREET CAPITAL L,"Rentals Listings 3 active rentals ($3,033 avg price)",,/nyc/property_activity/past_transactions_component/847505?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847505?hide_header=true&show_rentals=true,4
223 E 58TH  Manhattan,,http://streeteasy.com/building/223-east-58-street-manhattan,Owned by: AV REALTY OF NEW YORK,"Rentals Listings 2 active rentals ($2,592 avg price)",,/nyc/property_activity/past_transactions_component/847712?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847712?hide_header=true&show_rentals=true,3
231 E 58TH  Manhattan,,http://streeteasy.com/building/231-east-58-street-new_york,Owned by: 231 EAST 58TH STREET,"Rentals Listings 1 active rental ($51 per ft² avg, $2,993 avg price)",,/nyc/property_activity/past_transactions_component/847715?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847715?hide_header=true&show_rentals=true,2
237 E 58TH  Manhattan,,http://streeteasy.com/building/237-east-58-street-new_york,Owned by: 237 EAST 58 LLC,"Rentals Listings 2 active rentals ($2,625 avg price)",,/nyc/property_activity/past_transactions_component/847717?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847717?hide_header=true&show_rentals=true,3
238 E 58TH  Manhattan,,http://streeteasy.com/building/238-east-58-street-new_york,Owned by: FASHION WAY LLC,"Rentals Listings 1 active rental ($3,050 avg price)",,/nyc/property_activity/past_transactions_component/847501?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847501?hide_header=true&show_rentals=true,2
241 E 58TH  Manhattan,,http://streeteasy.com/building/241-east-58-street-new_york,Owned by: 241 E 58TH REALTY LLC,"11 previous rentals ($48 per ft² avg, $1,940 avg price)",,/nyc/property_activity/past_transactions_component/847719?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847719?hide_header=true&show_rentals=true,0
320 E 58TH  Manhattan,,http://streeteasy.com/building/320-east-58-street-new_york,Owned by: CAPRICE LAND COMPANY,"Rentals Listings 1 active rental ($2,400 avg price)",,/nyc/property_activity/past_transactions_component/850164?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850164?hide_header=true&show_rentals=true,2
326 E 58TH  Manhattan,,http://streeteasy.com/building/326-east-58-street-new_york,Owned by: SUPREME COMPANY I LLC,"115 previous rentals ($40 per ft² avg, $2,611 avg price)",,/nyc/property_activity/past_transactions_component/850163?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850163?hide_header=true&show_rentals=true,0
329 E 58TH  Manhattan,,http://streeteasy.com/building/329-east-58-street-manhattan,Owned by: 329 EAST 58 LLC,"12 previous rentals ($51 per ft² avg, $2,742 avg price)",,/nyc/property_activity/past_transactions_component/850190?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850190?hide_header=true&show_rentals=true,0
330 E 58TH  Manhattan,,http://streeteasy.com/building/330-east-58-street-new_york,Owned by: TRAFALGAR 58 LLC,"Rentals Listings 2 active rentals ($3,175 avg price)",,/nyc/property_activity/past_transactions_component/850162?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850162?hide_header=true&show_rentals=true,3
333 E 58TH  Manhattan,,http://streeteasy.com/building/333-east-58-street-manhattan,Owned by: 333 EAST 58TH STREET,"21 previous rentals ($2,461 avg price)",,/nyc/property_activity/past_transactions_component/850192?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850192?hide_header=true&show_rentals=true,0
335 E 58TH  Manhattan,,http://streeteasy.com/building/335-east-58-street-manhattan,Owned by: 335 REALTY LLC,"16 previous rentals ($48 per ft² avg, $3,154 avg price)",,/nyc/property_activity/past_transactions_component/850193?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850193?hide_header=true&show_rentals=true,0
337 E 58TH  Manhattan,,http://streeteasy.com/building/339-east-58-street-new_york,Owned by: 339 EAST 58TH STREET,"Sales Listings 1 active sale ($833 per ft² avg, $375,000 avg price)",,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_rentals=true,2
338 E 58TH  Manhattan,,http://streeteasy.com/building/340-east-58-street-manhattan,"Owned by: MIGE ASSOCIATES II, L","Rentals Listings 2 active rentals ($43 per ft² avg, $2,287 avg price)",,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_rentals=true,3
339 E 58TH  Manhattan,,http://streeteasy.com/building/339-east-58-street-new_york,Owned by: 339 EAST 58TH STREET,"Sales Listings 1 active sale ($833 per ft² avg, $375,000 avg price)",,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_rentals=true,2
340 E 58TH  Manhattan,,http://streeteasy.com/building/340-east-58-street-manhattan,"Owned by: MIGE ASSOCIATES II, L","Rentals Listings 2 active rentals ($43 per ft² avg, $2,287 avg price)",,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_rentals=true,3
341 E 58TH  Manhattan,,http://streeteasy.com/building/339-east-58-street-new_york,Owned by: 339 EAST 58TH STREET,"Sales Listings 1 active sale ($833 per ft² avg, $375,000 avg price)",,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_rentals=true,2
342 E 58TH  Manhattan,,http://streeteasy.com/building/340-east-58-street-manhattan,"Owned by: MIGE ASSOCIATES II, L","Rentals Listings 2 active rentals ($43 per ft² avg, $2,287 avg price)",,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_rentals=true,3
343 E 58TH  Manhattan,,http://streeteasy.com/building/339-east-58-street-new_york,Owned by: 339 EAST 58TH STREET,"Sales Listings 1 active sale ($833 per ft² avg, $375,000 avg price)",,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850194?hide_header=true&show_rentals=true,2
340 E 58TH  Manhattan,,http://streeteasy.com/building/340-east-58-street-manhattan,"Owned by: MIGE ASSOCIATES II, L","Rentals Listings 2 active rentals ($43 per ft² avg, $2,287 avg price)",,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850161?hide_header=true&show_rentals=true,3
345 E 58TH  Manhattan,,http://streeteasy.com/building/345-east-58-street-manhattan,"Owned by: JOHNSON, DIANE","3 previous rentals ($3,300 avg price)",,/nyc/property_activity/past_transactions_component/8628396?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8628396?hide_header=true&show_rentals=true,0
347 E 58TH  Manhattan,,http://streeteasy.com/building/347-east-58-street-new_york,,"28 previous rentals ($50 per ft² avg, $2,979 avg price)",,/nyc/property_activity/past_transactions_component/850217?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850217?hide_header=true&show_rentals=true,0
348 E 58TH  Manhattan,,http://streeteasy.com/building/348-east-58-street-manhattan,Owned by: JFB REALTY LLC,"Rentals Listings 1 active rental ($43 per ft² avg, $1,800 avg price)",,/nyc/property_activity/past_transactions_component/850165?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850165?hide_header=true&show_rentals=true,2
349 E 58TH  Manhattan,,http://streeteasy.com/building/349-east-58-street-new_york,,"16 previous rentals ($2,933 avg price)",,/nyc/property_activity/past_transactions_component/850196?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850196?hide_header=true&show_rentals=true,0
350 E 58TH  Manhattan,1063 First Avenue,http://streeteasy.com/building/1063-1-avenue-manhattan,Owned by: FIRST AVENUE VILLAGEC,"8 previous rentals ($38 per ft² avg, $2,589 avg price)",,/nyc/property_activity/past_transactions_component/850159?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850159?hide_header=true&show_rentals=true,0
351 E 58TH  Manhattan,,http://streeteasy.com/building/351-east-58-street-new_york,,"20 previous rentals ($59 per ft² avg, $2,692 avg price)",,/nyc/property_activity/past_transactions_component/850197?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850197?hide_header=true&show_rentals=true,0
400 E 58TH  Manhattan,Stonehenge 58,http://streeteasy.com/building/stonehenge-58,Owned by: 400 E58 OWNER LLC,"Rentals Listings 4 active rentals ($3,057 avg price)",,/nyc/property_activity/past_transactions_component/851057?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/851057?hide_header=true&show_rentals=true,5
401 E 58TH  Manhattan,,http://streeteasy.com/building/1066-1-avenue-manhattan,Owned by: 401 EAST 58TH STREET,"Rentals Listings 1 active rental ($2,300 avg price)",,/nyc/property_activity/past_transactions_component/851138?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/851138?hide_header=true&show_rentals=true,2
