OriginalAddress,ChosenAddress,Url,Owner,AveragePricingInfo,ActiveListingsUrl,PastSalesUrl,PastRentalUrl,UnitsAvaliableRightNow
987 1ST AVE Manhattan,,http://streeteasy.com/building/987-1-avenue-new_york,,"12 previous rentals ($38 per ft² avg, $2,143 avg price)",,/nyc/property_activity/past_transactions_component/8297249?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297249?hide_header=true&show_rentals=true,0
988 1ST AVE Manhattan,,http://streeteasy.com/building/405-east-54th-street-new_york,Owned by: 405 EAST 54TH STREET,"Rentals Listings 1 active rental ($3,650 avg price)",,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_rentals=true,2
989 1ST AVE Manhattan,,http://streeteasy.com/building/360-east-55th-street-new_york,Owned by: 360 EAST 55TH STREET,"Rentals Listings 3 active rentals ($3,466 avg price)",,/nyc/property_activity/past_transactions_component/849945?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849945?hide_header=true&show_rentals=true,4
990 1ST AVE Manhattan,,http://streeteasy.com/building/405-east-54th-street-new_york,Owned by: 405 EAST 54TH STREET,"Rentals Listings 1 active rental ($3,650 avg price)",,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850848?hide_header=true&show_rentals=true,2
987 1ST AVE Manhattan,,http://streeteasy.com/building/987-1-avenue-new_york,,"12 previous rentals ($38 per ft² avg, $2,143 avg price)",,/nyc/property_activity/past_transactions_component/8297249?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297249?hide_header=true&show_rentals=true,0
1007 2ND AVE Manhattan,,http://streeteasy.com/building/1007-2-avenue-new_york,Owned by: 1007 SECOND AVENUE L,"11 previous rentals ($1,825 avg price)",,/nyc/property_activity/past_transactions_component/847197?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847197?hide_header=true&show_rentals=true,0
1026 2ND AVE Manhattan,,http://streeteasy.com/building/1026-2-avenue-new_york,"Owned by: JIRS REALTY, LLC","2 previous rentals ($53 per ft² avg, $2,525 avg price)",,/nyc/property_activity/past_transactions_component/8569465?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8569465?hide_header=true&show_rentals=true,0
1028 2ND AVE Manhattan,,http://streeteasy.com/building/1028-2-avenue-manhattan,Owned by: MARKPHYL REALTY CORP,"17 previous rentals ($42 per ft² avg, $1,948 avg price)",,/nyc/property_activity/past_transactions_component/849958?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849958?hide_header=true&show_rentals=true,0
1055 2ND AVE Manhattan,,http://streeteasy.com/building/1055-2-avenue-manhattan,Owned by: J.T. TAI & CO FOUNDA,"Rentals Listings 3 active rentals ($2,000 avg price)",,/nyc/property_activity/past_transactions_component/847394?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847394?hide_header=true&show_rentals=true,4
1057 2ND AVE Manhattan,,http://streeteasy.com/building/1057-2-avenue-manhattan,Owned by: J.T. TAI & CO FOUNDA,"2 previous rentals ($1,525 avg price)",,/nyc/property_activity/past_transactions_component/847395?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847395?hide_header=true&show_rentals=true,0
1095 2ND AVE Manhattan,,http://streeteasy.com/building/1093-2-avenue-new_york,Owned by: 2ND AVE. PROPERTY LLC,"Rentals Listings 2 active rentals ($2,200 avg price)",,/nyc/property_activity/past_transactions_component/847496?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847496?hide_header=true&show_rentals=true,3
928 2ND AVE Manhattan,,http://streeteasy.com/building/928-2-avenue-manhattan,Owned by: BLDG 928 2ND AVE LLC,"Rentals Listings 1 active rental ($2,400 avg price)",,/nyc/property_activity/past_transactions_component/849218?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849218?hide_header=true&show_rentals=true,2
930 2ND AVE Manhattan,,http://streeteasy.com/building/930-2-avenue-manhattan,Owned by: BLDG 930 SECOND AVENU,"14 previous rentals ($2,260 avg price)",,/nyc/property_activity/past_transactions_component/849219?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849219?hide_header=true&show_rentals=true,0
954 2ND AVE Manhattan,,http://streeteasy.com/building/954-2-avenue-manhattan,"Owned by: 954 SECOND AVENUE,","2 previous rentals ($31 per ft² avg, $1,700 avg price)",,/nyc/property_activity/past_transactions_component/849383?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849383?hide_header=true&show_rentals=true,0
959 2ND AVE Manhattan,,http://streeteasy.com/building/959-2-avenue-new_york,,"4 previous rentals ($2,135 avg price)",,/nyc/property_activity/past_transactions_component/8297028?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297028?hide_header=true&show_rentals=true,0
961 2ND AVE Manhattan,,http://streeteasy.com/building/961-2-avenue-manhattan,Owned by: TAI SECOND AVE CORP,"Rentals Listings 2 active rentals ($3,300 avg price)",,/nyc/property_activity/past_transactions_component/847033?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847033?hide_header=true&show_rentals=true,3
973 2ND AVE Manhattan,,http://streeteasy.com/building/973-2-avenue-manhattan,Owned by: BRENDAN REALTY INC.,,,/nyc/property_activity/past_transactions_component/8718207?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8718207?hide_header=true&show_rentals=true,0
978 2ND AVE Manhattan,,http://streeteasy.com/building/978-2-avenue-manhattan,Owned by: 978 SECOND AVENUE COR,"Rentals Listings 1 active rental ($2,325 avg price)",,/nyc/property_activity/past_transactions_component/849452?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849452?hide_header=true&show_rentals=true,2
916 3RD AVE Manhattan,,http://streeteasy.com/building/916-3-avenue-manhattan,Owned by: 916-918 THIRD AVENUE,"5 previous rentals ($65 per ft² avg, $2,485 avg price)",,/nyc/property_activity/past_transactions_component/844537?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844537?hide_header=true&show_rentals=true,0
917 3RD AVE Manhattan,,http://streeteasy.com/building/919-3-avenue-manhattan,Owned by: METROPOLITAN 919 3RD,"1 previous rental ($2,654 avg price)",,/nyc/property_activity/past_transactions_component/847389?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847389?hide_header=true&show_rentals=true,0
918 3RD AVE Manhattan,,http://streeteasy.com/building/918-3-avenue-manhattan,Owned by: 916-918 THIRD AVENUEL,,,/nyc/property_activity/past_transactions_component/844538?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844538?hide_header=true&show_rentals=true,0
922 3RD AVE Manhattan,,http://streeteasy.com/building/922-3-avenue-manhattan,Owned by: 922 THIRD ASSOCIATES,"2 previous rentals ($2,600 avg price)",,/nyc/property_activity/past_transactions_component/844540?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844540?hide_header=true&show_rentals=true,0
924 3RD AVE Manhattan,,http://streeteasy.com/building/924-3-avenue-manhattan,Owned by: 924 THIRD AVENUE,"4 previous rentals ($2,425 avg price)",,/nyc/property_activity/past_transactions_component/844541?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844541?hide_header=true&show_rentals=true,0
20 BEEKMAN PL Manhattan,,http://streeteasy.com/building/20-beekman-place-new_york,Owned by: 2O BEEKMAN PLACE,"Rentals Listings 2 active rentals ($5,950 avg price)",,/nyc/property_activity/past_transactions_component/850257?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850257?hide_header=true&show_rentals=true,3
135 E 50TH ST Manhattan,,http://streeteasy.com/building/the-randolph-house,Owned by: HANDLER & CO.,"Rentals Listings 1 active rental ($3,100 avg price)",,/nyc/property_activity/past_transactions_component/844312?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844312?hide_header=true&show_rentals=true,2
155 E 50TH ST Manhattan,,http://streeteasy.com/building/818-3-avenue-manhattan,Owned by: MCDONALDS CORPORATION,"4 previous rentals ($226 per ft² avg, $11,875 avg price)",,/nyc/property_activity/past_transactions_component/844315?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/844315?hide_header=true&show_rentals=true,0
227 E 50TH ST Manhattan,,http://streeteasy.com/building/227-east-50-street-new_york,Owned by: UNITED HAY LLC,"64 previous rentals ($3,285 avg price)",,/nyc/property_activity/past_transactions_component/847021?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847021?hide_header=true&show_rentals=true,0
231 E 50TH ST Manhattan,,http://streeteasy.com/building/231-east-50-street-new_york,Owned by: UNITED HAY LLC,"Rentals Listings 1 active rental ($2,450 avg price)",,/nyc/property_activity/past_transactions_component/847022?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847022?hide_header=true&show_rentals=true,2
234 E 50TH ST Manhattan,,http://streeteasy.com/building/234-east-50-street-new_york,Owned by: B ASTROID ASSOCIATES,"70 previous rentals ($45 per ft² avg, $3,090 avg price)",,/nyc/property_activity/past_transactions_component/846831?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/846831?hide_header=true&show_rentals=true,0
235 E 50TH ST Manhattan,,http://streeteasy.com/building/235-east-50-street-new_york,"Owned by: UNITED HAY,","Rentals Listings 2 active rentals ($5,327 avg price)",,/nyc/property_activity/past_transactions_component/847024?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847024?hide_header=true&show_rentals=true,3
238 E 50TH ST Manhattan,,http://streeteasy.com/building/238-east-50-street-new_york,Owned by: F ASTROID REALTY LLC,"40 previous rentals ($44 per ft² avg, $3,574 avg price)",,/nyc/property_activity/past_transactions_component/846830?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/846830?hide_header=true&show_rentals=true,0
242 E 50TH ST Manhattan,,http://streeteasy.com/building/242-east-50-street-new_york,Owned by: N ASTROID REALTY LLC,"41 previous rentals ($47 per ft² avg, $3,817 avg price)",,/nyc/property_activity/past_transactions_component/846829?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/846829?hide_header=true&show_rentals=true,0
248 E 50TH ST Manhattan,,http://streeteasy.com/building/248-east-50-street-manhattan,"Owned by: EMMANUEL ASSOCIATES,","11 previous rentals ($1,736 avg price)",,/nyc/property_activity/past_transactions_component/846841?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/846841?hide_header=true&show_rentals=true,0
250 E 50TH ST Manhattan,,http://streeteasy.com/building/250-east-50-street-manhattan,Owned by: SECOND AVENUE & 50THS,"Rentals Listings 2 active rentals ($2,895 avg price)",,/nyc/property_activity/past_transactions_component/846840?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/846840?hide_header=true&show_rentals=true,3
300 E 50TH ST Manhattan,,http://streeteasy.com/building/300-east-50-street-new_york,Owned by: HORACE H. WILSON MARI,"12 previous rentals ($57 per ft² avg, $2,304 avg price)",,/nyc/property_activity/past_transactions_component/8656893?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8656893?hide_header=true&show_rentals=true,0
302 E 50TH ST Manhattan,,http://streeteasy.com/building/302-east-50-street-new_york,,"10 previous rentals ($86 per ft² avg, $1,775 avg price)",,/nyc/property_activity/past_transactions_component/8297198?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297198?hide_header=true&show_rentals=true,0
311 E 50TH ST Manhattan,,http://streeteasy.com/building/311-east-50-street-new_york,Owned by: GREAT BAY BLDG CO.,"Rentals Listings 3 active rentals ($56 per ft² avg, $2,250 avg price)",,/nyc/property_activity/past_transactions_component/849365?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849365?hide_header=true&show_rentals=true,4
319 E 50TH ST Manhattan,,http://streeteasy.com/building/319-east-50-street-new_york,Owned by: OWNER / AGENT,"Sales Listings 6 active sales ($671 per ft² avg, $576,000 avg price)",,/nyc/property_activity/past_transactions_component/849392?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849392?hide_header=true&show_rentals=true,7
320 E 50TH ST Manhattan,,http://streeteasy.com/building/320-east-50-street-new_york,Owned by: 320 EAST 50TH STREETR,"Rentals Listings 2 active rentals ($54 per ft² avg, $2,697 avg price)",,/nyc/property_activity/past_transactions_component/849229?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849229?hide_header=true&show_rentals=true,3
342 E 50TH ST Manhattan,,http://streeteasy.com/building/342-east-50-street-new_york,,"5 previous sales ($522,400 avg price)",,/nyc/property_activity/past_transactions_component/8297206?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8297206?hide_header=true&show_rentals=true,2
348 E 50TH ST Manhattan,,http://streeteasy.com/building/348-east-50-street-new_york,"Owned by: FIFTIETH,LLC","5 previous rentals ($2,180 avg price)",,/nyc/property_activity/past_transactions_component/849225?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849225?hide_header=true&show_rentals=true,0
350 E 50TH ST Manhattan,,http://streeteasy.com/building/350-east-50-street-new_york,Owned by: FOX 350 REALTY LLC,"5 previous rentals ($2,060 avg price)",,/nyc/property_activity/past_transactions_component/849224?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849224?hide_header=true&show_rentals=true,0
355 E 50TH ST Manhattan,,http://streeteasy.com/building/355-east-50-street-new_york,Owned by: KENTHALL CO INC,"1 previous rental ($1,730 avg price)",,/nyc/property_activity/past_transactions_component/849370?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849370?hide_header=true&show_rentals=true,0
357 E 50TH ST Manhattan,,http://streeteasy.com/building/357-east-50-street-new_york,Owned by: 357 EAST 50TH STREETL,"Rentals Listings 1 active rental ($2,495 avg price)",,/nyc/property_activity/past_transactions_component/849387?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849387?hide_header=true&show_rentals=true,2
360 E 50TH ST Manhattan,,http://streeteasy.com/building/360-east-50-street-new_york,Owned by: UNITED NATIONWIDE REA,"Rentals Listings 2 active rentals ($3,222 avg price)",,/nyc/property_activity/past_transactions_component/849223?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849223?hide_header=true&show_rentals=true,3
361 E 50TH ST Manhattan,The Fields,http://streeteasy.com/building/the-fields,Owned by: HARRY FIELD REALTY,"Rentals Listings 4 active rentals ($4,677 avg price)",,/nyc/property_activity/past_transactions_component/7953042?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/7953042?hide_header=true&show_rentals=true,5
400 E 50TH ST Manhattan,,http://streeteasy.com/building/400-east-50-street-new_york,Owned by: Charles Alpert,"5 previous rentals ($3,259 avg price)",,/nyc/property_activity/past_transactions_component/850244?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850244?hide_header=true&show_rentals=true,0
401 E 50TH ST Manhattan,,http://streeteasy.com/building/401-east-50-street-new_york,Owned by: EAST 50TH STREET INVE,"36 previous rentals ($4,023 avg price)",,/nyc/property_activity/past_transactions_component/850254?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850254?hide_header=true&show_rentals=true,0
412 E 50TH ST Manhattan,,http://streeteasy.com/building/412-east-50-street-new_york,Owned by: D WISE,"Rentals Listings 1 active rental ($3,700 avg price)",,/nyc/property_activity/past_transactions_component/850243?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850243?hide_header=true&show_rentals=true,2
421 E 50TH ST Manhattan,,http://streeteasy.com/building/421-east-50-street-new_york,Owned by: OWNER / AGENT,"9 previous sales ($1,245 per ft² avg, $440,760 avg price)",,/nyc/property_activity/past_transactions_component/850387?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850387?hide_header=true&show_rentals=true,3
214 E 51ST ST Manhattan,,http://streeteasy.com/building/214-east-51-street-new_york,"Owned by: SUPREME COMPANY I,","183 previous rentals ($51 per ft² avg, $2,174 avg price)",,/nyc/property_activity/past_transactions_component/847041?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847041?hide_header=true&show_rentals=true,0
222 E 51ST ST Manhattan,,http://streeteasy.com/building/224-east-51-street-manhattan,Owned by: KANE & MOSS LLC,,,/nyc/property_activity/past_transactions_component/847039?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847039?hide_header=true&show_rentals=true,0
230 E 51ST ST Manhattan,,http://streeteasy.com/building/238-east-51-street-manhattan,Owned by: PANTA REALTY INC,,,/nyc/property_activity/past_transactions_component/847037?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847037?hide_header=true&show_rentals=true,0
235 E 51ST ST Manhattan,,http://streeteasy.com/building/235-east-51-street-new_york,"Owned by: SUNRISE, LLC","50 previous rentals ($46 per ft² avg, $2,482 avg price)",,/nyc/property_activity/past_transactions_component/847076?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847076?hide_header=true&show_rentals=true,0
236 E 51ST ST Manhattan,,http://streeteasy.com/building/238-east-51-street-manhattan,Owned by: PANTA REALTY INC,,,/nyc/property_activity/past_transactions_component/847037?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847037?hide_header=true&show_rentals=true,0
237 E 51ST ST Manhattan,,http://streeteasy.com/building/235-east-51-street-new_york,"Owned by: SUNRISE, LLC","50 previous rentals ($46 per ft² avg, $2,482 avg price)",,/nyc/property_activity/past_transactions_component/847076?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847076?hide_header=true&show_rentals=true,0
246 E 51ST ST Manhattan,,http://streeteasy.com/building/246-east-51-street-new_york,Owned by: 51ST EAST STREET OWNE,"9 previous sales ($845 per ft² avg, $516,888 avg price)",,/nyc/property_activity/past_transactions_component/847034?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847034?hide_header=true&show_rentals=true,5
247 E 51ST ST Manhattan,,http://streeteasy.com/building/the-gaylord,Owned by: 251 E 51ST ST CORP,"Sales Listings 3 active sales ($991 per ft² avg, $1,180,000 avg price)",,/nyc/property_activity/past_transactions_component/847079?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847079?hide_header=true&show_rentals=true,4
248 E 51ST ST Manhattan,,http://streeteasy.com/building/246-east-51-street-new_york,Owned by: 51ST EAST STREET OWNE,"9 previous sales ($845 per ft² avg, $516,888 avg price)",,/nyc/property_activity/past_transactions_component/847034?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847034?hide_header=true&show_rentals=true,5
251 E 51ST ST Manhattan,,http://streeteasy.com/building/the-gaylord,Owned by: 251 E 51ST ST CORP,"Sales Listings 3 active sales ($991 per ft² avg, $1,180,000 avg price)",,/nyc/property_activity/past_transactions_component/847079?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/847079?hide_header=true&show_rentals=true,4
300 E 51ST ST Manhattan,,http://streeteasy.com/building/300-east-51-street-new_york,Owned by: KBL 51ST STREET LIMIT,"Rentals Listings 4 active rentals ($57 per ft² avg, $3,550 avg price)",,/nyc/property_activity/past_transactions_component/849382?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849382?hide_header=true&show_rentals=true,5
315 E 51ST ST Manhattan,,http://streeteasy.com/building/315-east-51-street-manhattan,Owned by: SINANIS REALTY CORP.,"Rentals Listings 1 active rental ($2,900 avg price)",,/nyc/property_activity/past_transactions_component/849437?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849437?hide_header=true&show_rentals=true,2
335 E 51ST ST Manhattan,,http://streeteasy.com/building/335-east-51-street-new_york,Owned by: THE SENATE EAST CONDO,"Sales Listings 3 active sales ($1,084 per ft² avg, $614,666 avg price)",,/nyc/property_activity/past_transactions_component/849624?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849624?hide_header=true&show_rentals=true,8
340 E 51ST ST Manhattan,,http://streeteasy.com/building/the-allen-house,Owned by: 340 EAST 51 OWNERS CO,"172 previous rentals ($56 per ft² avg, $3,251 avg price)",,/nyc/property_activity/past_transactions_component/849379?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849379?hide_header=true&show_rentals=true,0
343 E 51ST ST Manhattan,,http://streeteasy.com/building/343-east-51-street-new_york,Owned by: 343 EAST 51 CORP,"17 previous sales ($801 per ft² avg, $368,941 avg price)",,/nyc/property_activity/past_transactions_component/8550342?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/8550342?hide_header=true&show_rentals=true,4
346 E 51ST ST Manhattan,,http://streeteasy.com/building/346-east-51-street-manhattan,Owned by: 51ST STREET EAST LLC,"Sales Listings 1 active sale ($922 per ft² avg, $5,900,000 avg price)",,/nyc/property_activity/past_transactions_component/849377?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849377?hide_header=true&show_rentals=true,4
347 E 51ST ST Manhattan,,http://streeteasy.com/building/347-east-51-street-new_york,Owned by: REVLOM ASSOCIATES,"Rentals Listings 1 active rental ($2,250 avg price)",,/nyc/property_activity/past_transactions_component/849440?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849440?hide_header=true&show_rentals=true,2
349 E 51ST ST Manhattan,,http://streeteasy.com/building/349-east-51-street-manhattan,Owned by: 349 REALTY NY LLC,"8 previous rentals ($45 per ft² avg, $2,064 avg price)",,/nyc/property_activity/past_transactions_component/849441?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849441?hide_header=true&show_rentals=true,0
350 E 51ST ST Manhattan,,http://streeteasy.com/building/350-east-51-street-manhattan,"Owned by: RISKIN BATRA REALTY,","1 previous sale ($536 per ft² avg, $2,950,000 avg price)",,/nyc/property_activity/past_transactions_component/849375?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849375?hide_header=true&show_rentals=true,2
352 E 51ST ST Manhattan,,http://streeteasy.com/building/352-east-51-street-manhattan,Owned by: BR-51 LLC,"Rentals Listings 2 active rentals ($2,750 avg price)",,/nyc/property_activity/past_transactions_component/849374?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849374?hide_header=true&show_rentals=true,3
354 E 51ST ST Manhattan,,http://streeteasy.com/building/354-east-51-street-new_york,Owned by: KERMAN CO.,"Rentals Listings 2 active rentals ($8,200 avg price)",,/nyc/property_activity/past_transactions_component/849389?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/849389?hide_header=true&show_rentals=true,3
405 E 51ST ST Manhattan,,http://streeteasy.com/building/405-east-51st-street,Owned by: GRAN SABANA CORP N V,"29 previous rentals ($46 per ft² avg, $2,480 avg price)",,/nyc/property_activity/past_transactions_component/7856752?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/7856752?hide_header=true&show_rentals=true,0
429 E 51ST ST Manhattan,,http://streeteasy.com/building/southgate-coop,Owned by: SOUTHGATE OWNERS CORP,"Sales Listings 1 active sale ($585,000 avg price)",,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_sales=true,/nyc/property_activity/past_transactions_component/850394?hide_header=true&show_rentals=true,2
