OriginalAddress,ChosenAddress,Url,Owner,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl
312 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
313 E 33RD ST,,http://streeteasy.com/building/303-and-a-half-east-33-street-new_york,Owned by: KTL 303 LLC,0,,,0,,,0,,,0,,
314 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
315 E 33RD ST,,http://streeteasy.com/building/303-and-a-half-east-33-street-new_york,Owned by: KTL 303 LLC,0,,,0,,,0,,,0,,
316 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
317 E 33RD ST,,http://streeteasy.com/building/303-and-a-half-east-33-street-new_york,Owned by: KTL 303 LLC,0,,,0,,,0,,,0,,
318 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
319 E 33RD ST,,http://streeteasy.com/building/119-east-233-street-bronx,Owned by: HAKI REALTY LLC,0,,,0,,,0,,,0,,
320 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
321 E 33RD ST,,http://streeteasy.com/building/301-east-33-street-new_york,,0,,,0,,,0,,,0,,
322 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
323 E 33RD ST,,http://streeteasy.com/search?utf8=%E2%9C%93&search=323%20E%2033RD%20ST,,0,,,0,,,0,,,0,,
324 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
325 E 33RD ST,,http://streeteasy.com/building/325-east-33-street-manhattan,Owned by: THE CHURCH OF THE SCA,0,,,0,,,0,,,0,,
326 E 33RD ST,,http://streeteasy.com/building/kips-bay-towers,Owned by: THE KIPS BAY TOWERS C,999999,"#15L - 330 East 33rd Street
$999,999  3.5 rooms, 1 bed 1 bath 887 ft²",http://streeteasy.com/building/kips-bay-towers/15l,855000,"#16K - 330 East 33rd Street
$855,000   4 rooms, 1 bed 1 bath 741 ft²",http://streeteasy.com/building/kips-bay-towers/16k,499000,"#3F - 330 E 33rd Street
$499,000   IN CONTRACT studio 1 bath 420 ft²",http://streeteasy.com/building/kips-bay-towers/3f,3200,"#7A - 330 East 33rd Street
$3,200   3 rooms, 1 bed 1 bath 760 ft²",http://streeteasy.com/building/kips-bay-towers/7a
